model_id,x,y,embedding_input,method,family,branch,organization,mean_auc,tsne_label,tsne_perplexity,tsne_early_exaggeration,tsne_learning_rate,tsne_metric,tsne_init
GenSLM-250M,-16.663036,8.957967,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8332770033831376,p5_ee24_auto_euc,5,24,auto,euclidean,pca
GenSLM-2.5B,-15.344055,9.659627,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8577640682538047,p5_ee24_auto_euc,5,24,auto,euclidean,pca
Hengchang-Liu/D3LM-from-nt,3.050931,6.6311436,V_d,tsne,D3LM,mlm_or_encoder,Hengchang-Liu,0.8832184453373992,p5_ee24_auto_euc,5,24,auto,euclidean,pca
Hengchang-Liu/D3LM-scratch,-22.402195,0.7052313,V_d,tsne,D3LM,mlm_or_encoder,Hengchang-Liu,0.8586873230205744,p5_ee24_auto_euc,5,24,auto,euclidean,pca
JadenLong/MutBERT,-14.472307,-18.362638,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8981685232496104,p5_ee24_auto_euc,5,24,auto,euclidean,pca
JadenLong/MutBERT-Multi,-12.898565,-17.975906,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8864963088581912,p5_ee24_auto_euc,5,24,auto,euclidean,pca
JadenLong/MutBERT-Human-Ref,-13.790529,-19.313766,V_d,tsne,MutBERT,mlm_or_encoder,JadenLong,0.8982997255603392,p5_ee24_auto_euc,5,24,auto,euclidean,pca
HuggingFaceBio/Carbon-500M,50.039463,-7.5923157,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9101119311604692,p5_ee24_auto_euc,5,24,auto,euclidean,pca
HuggingFaceBio/Carbon-3B,55.649475,-14.644271,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9233890367837617,p5_ee24_auto_euc,5,24,auto,euclidean,pca
HuggingFaceBio/Carbon-8B,55.146885,-15.656441,V_d,tsne,Carbon,ar_or_generative,HuggingFaceBio,0.9172279433913282,p5_ee24_auto_euc,5,24,auto,euclidean,pca
